"v_products_id";"v_products_model";"v_products_page_url";"v_products_image";"v_products_name_1";"v_products_description_1";"v_products_short_description_1";"v_products_keywords_1";"v_products_url_1";"v_products_meta_title_1";"v_products_meta_description_1";"v_products_meta_keywords_1";"v_products_price";"v_products_weight";"v_date_avail";"v_date_added";"v_products_quantity";"v_products_sort";"v_manufacturers_name";"v_categories_name_1";"v_categories_name_2";"v_categories_name_3";"v_categories_name_4";"v_categories_name_5";"v_categories_name_6";"v_categories_name_7";"v_tax_class_title";"v_status";"v_action";"v_mo_image_1";"v_mo_image_2";"v_mo_image_3";"v_mo_image_4";"v_mo_image_5";"v_mo_image_6";"v_mo_image_7";"v_mo_image_8";"v_mo_image_9";"v_mo_image_10";"v_mo_image_11";"v_mo_image_12";"v_mo_image_13";"v_mo_image_14";"v_mo_image_15";"v_mo_image_16";"v_mo_image_17";"v_mo_image_18";"v_mo_image_19";"v_mo_image_20";"EOREOR"
"102";"1861550232";;"102-186-thickbox.jpg";"Краскораспылитель Bosch PFS 105 E";"<p>Системы тонкого распыления с электронной регулировкой расхода воздуха для обработки больших объектов. Потребляемая мощность 350 Вт. Система плавной регулировки расхода краски. Сопло для распыления краски с 3 положениями. Рукоятка с мягкой накладкой. Длина шланга: 3.4 м.</p>";"<p>Системы тонкого распыления с электронной регулировкой расхода воздуха для обработки больших объектов.</p>";"";;"";"";;"220.00";"";;"";"10";;"";"Строительные инструменты";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"103";"153646461";;"103-187-thickbox.jpg";"Высечные ножницы Bosch GNA 16 (SDS) Professional";"<p>Изящная, узкая конструкция для оптимального удобства в обращении. Используется для внутренних вырезов. Свободная работа по разметке и шаблону. Фиксируемая матрица для прямых прорезов, замена пуансона и матрицы без инструмента (система SDS). Легкосменные режущие инструменты.</p>";"<p>Изящная, узкая конструкция для оптимального удобства в обращении.</p>";"";;"";"";;"290.00";"";;"";"10";;"";"Строительные инструменты";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"104";"956699971";;"104-188-thickbox.jpg";"Перфоратор AEG PN 11 E";"<p>Эффективен при работе массивной оснасткой. Бурение отверстий большого диаметра на большую глубину доступно только машинам этого класса. Высокая энергия удара позволяет без труда и быстро разрушать конструкции из бетона. Анти вибрационная система AVS. Прорезиненная накладка Softgrip на рукоятках. Сила удара 27.0 Дж. Комплектуется кейсом.</p>";"<p>Эффективен при работе массивной оснасткой. Бурение отверстий большого диаметра на большую глубину доступно только машинам этого класса.</p>";"";;"";"";;"1135.00";"";;"";"10";;"";"Строительные инструменты";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"105";"749469005";;"105-189-thickbox.jpg";"VoIP-телефон Linksys SPA962";"<p>VoIP-телефон обладает широким набором функциональных возможностей, как телефонных, так и сетевых. Стильный дизайн и высокая функциональность аппарата делают его использование чрезвычайно эффективным в гибкой среде IP-телефонии, IP УАТС или крупных IP call-центрах. Комплектация аппарата включает в себя: поддержку 6 активных каналов, dual switched Ethernet ports, поддержку 802.3 c питанием от свитча (PoE -Power of the Ethernet, это означает, что телефон питается от сети Ethernet), цветной дисплей с высоким разрешением, динамик, и 2.5 мм разъем для гарнитуры. Каждый канал телефонного аппарата может быть настроен на работу либо с несколькими различными номерами, либо с одним, но многоканальным номером.</p>";"<p>VoIP-телефон обладает широким набором функциональных возможностей, как телефонных, так и сетевых.</p>";"";;"";"";;"364.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"106";"1748485771";;"106-190-thickbox.jpg";"Мобильный телефон Porsche Design P'9521";"<p>Корпус изготовлен из алюминия. Верхнюю крышку можно поворачивать в разные стороны. Сеть: GSM / EDGE (850 / 900 / 1800 / 1900 МГц). Камера: 3.2 мегапикселя, автофокус, вспышка. Дисплей: AMOLED, 2.2 дюйма, 320 х 240 точек. USB 1.1. Bluetooth 1.2, A2DP, AVRCP. Считыватель отпечатков пальцев.</p>";"<p>Корпус изготовлен из алюминия. Верхнюю крышку можно поворачивать в разные стороны.</p>";"";;"";"";;"1965.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"106-191-thickbox.jpg";"106-192-thickbox.jpg";"106-195-thickbox.jpg";"106-193-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"107";"187406722";;"107-196-thickbox.jpg";"Автомобильная громкая связь Nokia CK-300";"<p>Беспроводной автомобильный комплект для совершения вызовов и прослушивания музыки. Встроенная функция DSP. Индикатор питания на внешнем устройстве ввода. Активация голосовых команд (требует поддержки телефоном). Переадресация вызова с телефона на автомобильный комплект. Повтор последнего набранного номера. Отключение микрофона. Воспроизведение МР3-файлов из памяти мобильного устройства или совместимого музыкального плеера. Подключение к автомагнитоле для лучшего качества звука (требуется магнитола с разъемом AUX и адаптер кабеля).</p>";"<p>Беспроводной автомобильный комплект для совершения вызовов и прослушивания музыки.</p>";"";;"";"";;"214.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"107-197-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"108";"1133137578";;"108-198-thickbox.jpg";"Радиостанция JJ-Connect HE-400";"<p>Радиостанция обеспечивает надежную связь на расстоянии до 12 км. Работает на частотах 433.075 - 434.775. Яркий и информативный дисплей с подсветкой, отображает всю необходимую информацию, предусмотрен также тональный вызов, индикатор заряда батарей и регулировка громкости. В качестве дополнительной полезной функции имеется встроенный электронный компас, что пригодится в походе, в лесу, на охоте или рыбалке. Цвет - черно-серебристый.</p>";"<p>Радиостанция обеспечивает надежную связь на расстоянии до 12 км.</p>";"";;"";"";;"119.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"108-199-thickbox.jpg";"108-200-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"109";"1952512044";;"109-201-thickbox.jpg";"Bluetooth stereo гарнитура беспроводная Jabra BT650 Halo";"<p>Основные параметры Тип крепления наушников: оголовье Вес (гр): 80 Способ питания: собственный аккумулятор Дальность действия (макс.): 10 м Время работы в режиме ожидания до (ч): 8 Время работы в режиме разговора до (м): 480 Способ зарядки аккумулятора: от внешнего USB-порта, Сетевое зарядное устройство 220В Время зарядки: 120 мин Передача данных: Bluetooth Версия Bluetooth протокола: 2.0 Поддерживаемые профили Bluetooth: A2DP, AVRCP, EDR, Handsfree, Headset Поддержка Bluetooth стерео: ДаФункциональность Функция Multipoint: Да Функции гарнитуры: автоматическая подстройка громкости, ответ/окончание разговора, повтор последнего номера, шумоподавление, эхоподавление Индикатор разряда аккумулятора: Да Световой индикатор вызова: ДаКомплектация - Гарнитура Bluetooth стерео Jabra BT650 Halo - Чехол - Кабель USB - 3.5 мм кабель - Краткое руководство пользователя - Зарядное устройство</p>";"<p>Основные параметры Тип крепления наушников: оголовье Вес (гр): 80</p>";"";;"";"";;"118.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"110";"161269464";;"110-202-thickbox.jpg";"Микросотовый телефон DECT Panasonic KX-TCA275";"<p>Микросотовый телефон DECT позволяет сотрудникам перемещаться по всей территории офиса, не прекращая разговора, и обеспечивают при этом полную функциональность стационарного системного телефона. Каждый микросотовый телефон DECT может быть зарегистрирован на нескольких АТС, что позволяет использовать один и тот же номер в разных офисах. Когда Вы находитесь в другом офисе, трубка автоматически регистрируется в местной DECT сети, и Вы можете принимать звонки на свой обычный внутренний номер. Цветной графический ЖК-дисплей с подсветкой и с поддержкой кириллицы. Работа с АТС Panasonic серий KX-TDA/TDE/NCP. Поддержка CTI приложений (доступность данной функции зависит от версии KX-TDA0141/0158). Поддержка функций АТС. Разъём для подключения гарнитуры. Полифонический звонок (10 мелодий). Клавиатура с подсветкой и символами кириллицы. Спикерфон. Программируемые кнопоки. Виброзвонок. Режим на совещание. Записная книжка на 200 записей. Размер: 123х45х23 мм. Вес: 115 г.</p>";"<p>Микросотовый телефон DECT позволяет сотрудникам перемещаться по всей территории офиса, не прекращая разговора, и обеспечивают при этом полную функциональность стационарного системного телефона.</p>";"";;"";"";;"200.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"110-203-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"111";"654249275";;"111-204-thickbox.jpg";"Радиотелефон DECT Siemens Gigaset SL785";"<p>Стильный и удобный телефон в металлическом корпусе. Встроенный автоответчик с записью на 45 минут. Гарнитура с Bluetooh® и дуплексный режим hands-free. Большой цветной TFT-дисплей с инновационным интерфейсом. Технология ECO Mode Plus с режимом нулевой передачи. Адресная книга на 500 записей. Возможность обмена данными из адресной книги через Bluetooth® с мобильными телефонами. Индикация номера. Синхронизация с компьютером через Bluethooth®/USB. Возможна регистрация до 6 трубок.</p>";"<p>Стильный и удобный телефон в металлическом корпусе.</p>";"";;"";"";;"304.00";"";;"";"10";;"";"Телефония";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14";"848117307";;"14-27-thickbox.jpg";"Миксер Vitesse VS-240";"<p>Основное</p><p>Тип: Ручной</p><p>Мощность (Вт): 300</p><p>Число скоростей: 3</p><p>Возможности использования</p><p>Турборежим: Нет</p><p>Импульсный режим: Да</p><p>Вращение чаши: Нет</p><p>Насадки</p><p>Количество насадок: 2</p><p>Универсальный измельчитель: Нет</p><p>Венчик для взбивания: Да</p><p>Насадка для приготовления пюре: Нет</p><p>Крюки для замешивания теста: Да</p><p>Насадка-блендер: Нет</p><p>Конструкция</p><p>Материал корпуса: Пластик</p><p>Приспособление для хранения насадок: Нет</p><p>Кнопка отсоединения насадок: Да</p><p>Прорезиненная ручка: Нет</p><p>Защитная крышка на чашу: Нет</p><p>Приспособление для намотки шнура: Да</p>";"<p>Основное</p><p>Тип: Ручной</p><p>Мощность (Вт): 300</p><p>Число скоростей: 3</p>";"";;"";"";;"50.00";"";;"";"10";;"";"Маленькая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15";"421740678";;"15-28-thickbox.jpg";"Духовой шкаф Gorenje BO87KR";"<p>Независимый встраиваемый духовой шкаф шириной 60 см и объемом 64 литра. Электронный сенсорный программный модуль с температурным зондом. Светодиодная подсветка MoodLite с выбором 7 цветов. Часы. Будильник. 8 программ, установленные производителем по типу продукта. Возможность создания 3 собственных программ. Звуковой сигнал. Сплошное застекление дверцы духовки. Откидные верхние нагреватели. Блокировка от детей. Температурный сенсор. Защитное отключение.</p>";"<p>Независимый встраиваемый духовой шкаф шириной 60 см и объемом 64 литра. Электронный сенсорный программный модуль с температурным зондом. Светодиодная подсветка MoodLite с выбором 7 цветов.</p>";"";;"";"";;"1300.00";"";;"";"10";;"";"Средняя";"";"";"";"";"";;;"Active";;"15-29-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24";"1837050903";;"24-50-thickbox.jpg";"Универсальная коляска LONEX Classic Retro";"<p>Универсальная коляска с люлькой из натуральной лозы для детей до 6 месяцев. Коляска состоит из съемной люльки и прогулочного блока. Ресорная амортизация на 4-х колесах. Колеса на выбор: диаметр 40 см - резиновые повышенной износостойкости не надувные, диаметр 36 см - надувные. Диски хромированные. Прогулочный блок устанавливается на шасси в двух направлениях - лицом к себе или от себя. Спинка регулируется в 4-х положениях до горизонтального. Имеются пятиточечные ремни безопасности с мягкими накладками и ограничительный бампер. Регулируемая подножка. В комплект входит утепленный чехол на ножки, корзина для покупок, сумка для мамы, дождевик. Большой выбор цветов.</p>";"<p>Универсальная коляска с люлькой из натуральной лозы для детей до 6 месяцев.</p>";"";;"";"";;"432.00";"";;"";"10";;"";"Средняя";"";"";"";"";"";;;"Active";;"24-51-thickbox.jpg";"24-52-thickbox.jpg";"24-53-thickbox.jpg";"24-54-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"36";"994570555";;"36-81-thickbox.jpg";"Видеоняня Motorola MBP 35";"<p>Цифровая видео-радионяня с большим 3.5 дюймовым LCD дисплеем. Режим ночного видения. Режим сна для сохранения заряда. Большая зона приема с предупреждением о выходе из зоны приема. Позволяет присматривать за ребенком на расстоянии до 150 метров. Чистый звук с индикатором громкости. Цифровой термометр. Высокочувствительный микрофон. Связь в обе стороны. Пять колыбельных. Заряжаемый аккумулятор./p></p>";"<p>Цифровая видео-радионяня с большим 3.5 дюймовым LCD дисплеем. Режим ночного видения. Режим сна для сохранения заряда.</p>";"";;"";"";;"198.00";"";;"";"10";;"";"Большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"43";"523202222";;"43-94-thickbox.jpg";"Электрокамин Dimplex Mozart";"<p>Электрический очаг с порталами в сборе эффектом пламени Optiflame. Регулируемая мощность обогрева 1-2 кВт. Возможность работы без обогрева. Цвет портала - белый.</p>";"<p>Электрический очаг с порталами в сборе эффектом пламени Optiflame. Регулируемая мощность обогрева 1-2 кВт. Возможность работы без обогрева. Цвет портала - белый.</p>";"";;"";"";;"700.00";"";;"";"10";;"";"Большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"41";"7160851";;"41-92-thickbox.jpg";"Гладильная доска Gimi Temper Drop";"<p>Гладильная доска имеет специальное место для утюга. Ножки из крашеной стальной трубки (диаметром 22 и 32 мм) овальной в сечении, что даёт дополнительную устойчивость. Держатель для электрического кабеля от утюга. Чехол гладильной доски из 100 % хлопка с подкладкой из мягкого нетканого материала. Поверхность гладильной доски выполнена в виде сетки, что позволяет свободно пропускать пар от утюга. Форма стола скошенная для удобного разглаживания белья в труднодоступных местах. Гладильная доска легко складывается, занимает мало места в сложенном состоянии. Большая рабочая поверхность гладильной доски позволяет гладить не только рубашки, мужские брюки, но и постельное бельё. Высота гладильной доски может свободно регулироваться. Устойчива и прочна.</p>";"<p>Гладильная доска имеет специальное место для утюга. Ножки из крашеной стальной трубки (диаметром 22 и 32 мм) овальной в сечении, что даёт дополнительную устойчивость.</p>";"";;"";"";;"65.00";"";;"";"10";;"";"Большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"61";"156197426";;"61-112-thickbox.jpg";"Бензопила цепная Stihl MS 660";"<p>Очень мощная пила, расчитана на экстремальные нагрузки, крайне прочна. Превосходно подходит для эффективной рубки толстомерного леса. Боковое устройство натяжения цепи, компенсатор, замок для бака, не требующий инструмента, декомпрессионный клапан.</p>";"<p>Очень мощная пила, расчитана на экстремальные нагрузки, крайне прочна.</p>";"";;"";"";;"1100.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"71";"1299197073";;"71-125-thickbox.jpg";"Электрорубанок Metabo Ho Е 0983";"<p>Упор направляющей для наклонного строгания под углом до 45 градусов, поворотный патрубок для выталкивания стружки. Пониженное число оборотов для уменьшение шума на холостом ходу, полноволновая электроника для равномерного строгания, надежный прочный рубанок с длинной подошвой для широкого спектра применения. Твердосплавные ножи, легкая замена ножа благодаря кассетной системе, бесступенчатая регулировка глубины строгания и глубины фальца, плоско-фрезерованная подошва рубанка из алюминиевого литья под давлением.</p>";"<p>Упор направляющей для наклонного строгания под углом до 45 градусов, поворотный патрубок для выталкивания стружки.</p>";"";;"";"";;"539.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"80";"1755532483";;"80-142-thickbox.jpg";"Радиотелефон Dect Panasonic KX-TG8286";"<p>Комплектация база, две трубки. Радиус действия в помещении / на открытой местности 50 / 300 м. Цифровой автоответчик, на 40 минут. Память последних 10 набранных номеров. Полифонические мелодии 20. Автодозвон, будильник, блокировка клавиатуры от случайного нажатия, разъем для гарнитуры. Ночной режим, избирательный звонок, тип дополнительных трубок KX-TGA828. Дисплей на базовом блоке, на трубке (цветной). Подсветка кнопок на трубке. Возможность настенного крепления. Наборное поле на базе. АОН/Caller ID, журнал на 50 номеров. Громкая связь (спикерфон). Внутренняя связь (интерком) между несколькими трубками. Конференц-связь (между базой, трубкой/трубками и внешним абонентом).</p>";"<p>Комплектация база, две трубки. Радиус действия в помещении / на открытой местности 50 / 300 м.</p>";"";;"";"";;"272.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"80-143-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"72";"309877490";;"72-126-thickbox.jpg";"Мобильный телефон HTC Sensation XE";"<p>Смартфон, выполненный в форм-факторе моноблок оснащен двухядерным процессором 1.5 ГГц и ОС Android 2.3. 4.3 дюймовый SLCD дисплей с разрешением 540 х 960 пикселей способный отображать до 16 млн. цветов. Встроенная память телефона 4 Гб. Слот для карт памяти формата microSD, microSDНС. Интерфейсы: Вluetooth, USB, Wi-Fi. Встроенный приемник GPS. Встроена 8-ми мегапиксельная камера с автофокусом, светодиодной вспышкой и функцией записи видео. Аудио разъем 3.5 мм. Аккумулятор емкостью 1730 мАч обеспечивает работу до 9 часов в режиме разговора, до 540 часов в режиме ожидания.</p>";"<p>Смартфон, выполненный в форм-факторе моноблок оснащен двухядерным процессором 1.5 ГГц и ОС Android 2.3. 4.3 дюймовый SLCD дисплей с разрешением 540 х 960 пикселей способный отображать до 16 млн. цветов.</p>";"";;"";"";;"800.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"72-127-thickbox.jpg";"72-128-thickbox.jpg";"72-129-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"3";"444160035";;"3-5-thickbox.jpg";"Кофеварка эспрессо KENWOOD ES 471";"<p>Кофеварка эспрессо</p><p>Цвет Красный</p><p>Регулировка Кол-ва чашек, Крепости кофе</p><p>Индикатор уровня воды</p><p>Резервуар для воды Съёмный</p><p>Давление (бар) 15</p><p>Объём резервуара д/воды 1.5 л</p><p>Потребляемая мощность 1050 Вт</p><p>Дополнительные параметры:</p><p>Используемый кофемолотый / чалды</p><p>Нагреватель TermoGen.</p><p>Система подогрева чашек.</p><p>Подходит для использования фильтров ESE.</p><p>Профессиональный наконечник для вспенивания молока.</p><p>Возможность приготовления капуччино ручное приготовление</p><p>Индикатор контроля температуры.</p><p>Регулятор пара с покрытием SureGrip.</p><p>Съёмный лоток для капель.</p><p>Отсек для хранения шнура.</p>";"<p>Кофеварка эспрессо</p><p>Цвет Красный</p><p>Регулировка Кол-ва чашек, Крепости кофе</p>";"";;"";"";;"400.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"8";"1712530575";;"8-18-thickbox.jpg";"Тостер KRUPS FEM2 ToastExpert";"<p>Технические характеристикиМощность 1100 ВтКоличество отделений 2Количество тостов 2Тип управления механическоеРегулировка степени поджаривания есть, 8Кнопка отмены естьОсобенностиПоддон для крошек есть</p>";"<p>Технические характеристикиМощность 1100 ВтКоличество отделений 2Количество тостов 2Тип управления механическоеРегулировка степени поджаривания есть, 8Кнопка отмены естьОсобенностиПоддон для крошек есть</p>";"";;"";"";;"80.00";"";;"";"10";;"";"Очень большая";"";"";"";"";"";;;"Active";;"8-19-thickbox.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
